,GDAY_DS,T_ID,P_ID,TB_SC,BF,PA-AB,AB,HIT,H1,H2,H3,HR,SB_SR,KK,WP,SLG,BABIP,KK9,BB9,INN2,ER
81,2020-06-20,LT,50524.0,T,95.0,2.0,21.0,3.0,3.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.21428571428571427,10.5,3.0,15,4
82,2020-06-27,LT,50524.0,B,90.0,1.0,23.0,8.0,6.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.3684210526315789,5.4,1.8,15,3
83,2020-07-03,LT,50524.0,B,86.0,0.0,25.0,9.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.3181818181818182,1.8,0.0,17,1
84,2020-07-09,LT,50524.0,T,98.0,2.0,23.0,6.0,4.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.3,4.764705882352942,3.1764705882352944,13,8
85,2020-07-15,LT,50556.0,B,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
86,2020-05-05,LT,50558.0,T,97.0,3.0,20.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.13333333333333333,6.352941176470589,4.764705882352942,21,0
87,2020-05-10,LT,50558.0,B,94.0,0.0,23.0,3.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.25,14.142857142857144,0.0,13,2
88,2020-05-15,LT,50558.0,T,96.0,3.0,18.0,7.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.5,8.307692307692307,6.230769230769232,15,5
89,2020-05-20,LT,50558.0,T,98.0,4.0,21.0,6.0,2.0,3.0,0.0,1.0,0.0,6.0,0.0,4.0,0.35714285714285715,10.8,7.2,19,0
90,2020-05-26,LT,50558.0,B,97.0,4.0,21.0,3.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,1.0,0.21428571428571427,9.947368421052632,5.684210526315789,15,1
91,2020-05-31,LT,50558.0,T,99.0,2.0,21.0,7.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.4375,9.0,1.8,21,0
92,2020-06-06,LT,50558.0,B,107.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.2631578947368421,7.7142857142857135,0.0,22,1
93,2020-06-12,LT,50558.0,T,98.0,4.0,22.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.125,8.59090909090909,2.4545454545454546,24,2
94,2020-06-18,LT,50558.0,T,114.0,2.0,25.0,3.0,3.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.21428571428571427,13.5,0.0,22,4
95,2020-06-26,LT,50558.0,B,95.0,3.0,28.0,8.0,7.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.28,3.6818181818181817,2.4545454545454546,14,2
96,2020-07-02,LT,50558.0,T,105.0,0.0,22.0,7.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.4,11.571428571428573,0.0,21,0
97,2020-07-08,LT,50558.0,T,103.0,2.0,24.0,4.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.2352941176470588,9.0,2.5714285714285707,24,0
98,2020-07-14,LT,50558.0,B,103.0,1.0,25.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.1,5.625,1.125,18,1
99,2020-06-26,LT,50592.0,B,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1,2
100,2020-05-06,HT,50636.0,B,88.0,1.0,21.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.3125,9.529411764705884,0.0,21,1
101,2020-05-12,HT,50636.0,T,90.0,0.0,26.0,7.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.3181818181818182,5.1428571428571415,0.0,16,4
102,2020-05-17,HT,50636.0,B,97.0,0.0,26.0,11.0,7.0,4.0,0.0,0.0,1.0,7.0,0.0,4.0,0.5789473684210527,11.8125,0.0,20,3
103,2020-05-23,HT,50636.0,T,107.0,4.0,23.0,7.0,6.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.375,8.1,5.4,18,2
104,2020-05-29,HT,50636.0,B,96.0,2.0,19.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.13333333333333333,4.5,3.0,20,2
105,2020-06-04,HT,50636.0,B,104.0,2.0,26.0,7.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3333333333333333,6.75,2.7,15,0
106,2020-06-10,HT,50636.0,T,59.0,0.0,18.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,5.4,0.0,17,3
107,2020-06-16,HT,50636.0,B,105.0,2.0,22.0,6.0,5.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0,0.42857142857142855,12.705882352941178,3.1764705882352944,21,0
108,2020-06-23,HT,50636.0,T,92.0,4.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.07142857142857142,7.7142857142857135,3.8571428571428568,18,1
109,2020-06-28,HT,50636.0,T,97.0,4.0,23.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.4,12.0,3.0,23,1
110,2020-07-05,HT,50636.0,T,97.0,1.0,28.0,4.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,2.0,0.18181818181818185,7.043478260869565,1.1739130434782608,19,3
111,2020-07-11,HT,50636.0,B,100.0,0.0,29.0,11.0,9.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.4166666666666667,5.684210526315789,0.0,24,2
112,2020-05-08,HT,50640.0,T,87.0,2.0,21.0,5.0,2.0,2.0,0.0,1.0,0.0,5.0,0.0,3.0,0.26666666666666666,8.4375,3.375,15,4
113,2020-05-14,HT,50640.0,T,93.0,1.0,22.0,7.0,4.0,3.0,0.0,0.0,1.0,9.0,0.0,3.0,0.5384615384615384,16.2,1.8,18,0
114,2020-05-20,HT,50640.0,B,103.0,3.0,18.0,2.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.2222222222222222,13.5,4.5,21,0
115,2020-05-26,HT,50640.0,T,105.0,1.0,24.0,3.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.1875,10.285714285714283,1.2857142857142856,12,5
116,2020-05-31,HT,50640.0,B,89.0,3.0,17.0,7.0,4.0,3.0,0.0,0.0,0.6666666666666666,6.0,2.0,3.0,0.5833333333333334,13.5,4.5,19,1
117,2020-06-06,HT,50640.0,T,82.0,3.0,23.0,5.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.2380952380952381,4.263157894736842,1.4210526315789471,20,3
118,2020-06-12,HT,50640.0,T,96.0,3.0,23.0,5.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.2631578947368421,6.75,2.7,16,4
119,2020-06-19,HT,50640.0,B,106.0,7.0,19.0,5.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.3125,6.75,6.75,16,2
120,2020-06-26,HT,50640.0,T,99.0,3.0,25.0,8.0,5.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,0.3636363636363637,5.0625,5.0625,19,2
121,2020-07-03,HT,50640.0,T,102.0,2.0,24.0,6.0,5.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.3157894736842105,7.105263157894736,2.8421052631578947,13,3
122,2020-07-09,HT,50640.0,B,99.0,3.0,20.0,7.0,6.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.4375,8.307692307692307,6.230769230769232,17,2
123,2020-07-01,HT,50662.0,B,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,3,0
124,2020-07-04,HT,50662.0,T,10.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,9.0,0.0,5,1
125,2020-07-08,HT,50662.0,B,27.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,16.2,0.0,6,0
126,2020-07-10,HT,50662.0,B,20.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,4.5,0.0,5,0
127,2020-07-13,HT,50662.0,B,19.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0,0
128,2020-07-16,HT,50662.0,T,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
129,2020-07-18,HT,50662.0,B,12.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,2,0
130,2020-06-10,HH,50705.0,T,28.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.8,5.4,3,0
131,2020-06-28,HH,50705.0,B,19.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,18.0,9.0,4,0
132,2020-07-02,HH,50705.0,T,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.75,0.0,3,0
133,2020-07-05,HH,50705.0,T,16.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,27.0,0.0,3,0
134,2020-07-07,HH,50705.0,B,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,5,0
135,2020-07-09,HH,50705.0,B,31.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.2,0.0,4,0
136,2020-07-11,HH,50705.0,B,27.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,6.75,6.75,2,0
137,2020-07-13,HH,50705.0,B,18.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,13.5,13.5,2,0
138,2020-07-15,HH,50705.0,T,27.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,13.5,27.0,3,0
139,2020-07-18,HH,50705.0,T,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,1,0
140,2020-05-05,SK,50815.0,B,93.0,3.0,25.0,6.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,0.2857142857142857,5.1428571428571415,2.5714285714285707,11,5
141,2020-05-06,SK,50835.0,B,94.0,3.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.15789473684210525,4.05,4.05,14,3
142,2020-05-13,SK,50835.0,T,96.0,6.0,21.0,7.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.3333333333333333,1.9285714285714284,9.642857142857142,13,7
143,2020-05-19,SK,50835.0,T,97.0,3.0,23.0,9.0,6.0,3.0,0.0,0.0,1.0,4.0,0.0,3.0,0.4736842105263158,8.307692307692307,6.230769230769232,21,1
144,2020-05-24,SK,50835.0,B,102.0,1.0,32.0,13.0,12.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.4482758620689655,3.8571428571428568,1.2857142857142856,18,3
145,2020-05-30,SK,50835.0,B,105.0,6.0,19.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.08333333333333333,9.0,9.0,18,1
146,2020-06-05,SK,50835.0,B,98.0,1.0,24.0,7.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.3684210526315789,7.5,1.5,18,1
147,2020-06-11,SK,50835.0,T,108.0,4.0,23.0,7.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.3333333333333333,4.5,4.5,18,2
148,2020-06-16,SK,50835.0,B,108.0,6.0,23.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2272727272727273,1.5,9.0,12,5
149,2020-06-21,SK,50835.0,T,95.0,4.0,19.0,6.0,5.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.42857142857142855,11.25,9.0,16,1
150,2020-06-27,SK,50835.0,B,72.0,1.0,20.0,6.0,5.0,1.0,0.0,0.0,0.5,4.0,0.0,1.0,0.375,6.75,1.6875,16,4
151,2020-07-03,SK,50835.0,T,110.0,6.0,22.0,7.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.35,3.375,8.4375,18,2
152,2020-07-09,SK,50835.0,B,94.0,3.0,24.0,6.0,4.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.25,4.5,4.5,15,5
153,2020-05-06,NC,50912.0,T,95.0,2.0,19.0,4.0,1.0,1.0,0.0,2.0,0.0,7.0,0.0,3.0,0.2,12.6,3.6,18,1
154,2020-05-13,NC,50912.0,B,100.0,2.0,22.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.2777777777777778,6.0,3.0,15,0
155,2020-05-19,NC,50912.0,T,115.0,6.0,19.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2857142857142857,9.0,10.8,18,4
156,2020-05-24,NC,50912.0,B,90.0,2.0,20.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.06666666666666668,6.0,3.0,18,3
